title,author,description,date,publisher,language,subjects,categories,isbn,pages,source,identifier,download_count,file_size,pdf_url,cover_url,local_pdf_path,local_cover_path,added_date
Whos Who Of Indian Writers,Sahitya Akademi New Delhi,"<p><b>Book Source:</b> <a href=""http://www.new.dli.ernet.in/handle/2015/278465"" rel=""ugc nofollow"">Digital Library of India Item 2015.278465</a></p><p>dc.date.accessioned: 2015-08-04T15:39:08Z<br />dc.date.available: 2015-08-04T15:39:08Z<br />dc.identifier.barcode: 05990010898584<br />dc.identifier.origpath: /data58/upload/0100/301<br />dc.identifier.copyno: 1<br />dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/278465<br />dc.description.scannerno: 20003530<br />dc.description.scanningcentre: IIIT, Allahabad<br />dc.description.main: 1<br />dc.description.tagged: 0<br />dc.description.totalpages: 446<br />dc.format.mimetype: application/pdf<br />dc.language.iso: English<br />dc.publisher.digitalrepublisher: Digital Library Of India<br />dc.publisher: Sahitya Akademi New Delhi<br />dc.rights: In Public Domain<br />dc.source.library: Indian Institute Of Public Administration New Delhi<br />dc.title: Whos Who Of Indian Writers<br />dc.type: ptiff<br />dc.type: pdf<br /></p>",,,en,IIIT,IIIT,,,archive.org,in.ernet.dli.2015.278465,0,48277835,https://archive.org/download/in.ernet.dli.2015.278465/2015.278465.Whos-Who.pdf,https://archive.org/download/in.ernet.dli.2015.278465/__ia_thumb.jpg,,,2025-11-26T03:13:08.670848
Amiga Computing 1-117 (June 88-Oct 97),,Amiga Computing. A magazine dedicated to the Amiga computer.,,,en,"Amiga Computing, Amiga, Magazine","Amiga Computing, Amiga, Magazine",,,archive.org,AmigaComputing056Jan93,0,38518151,https://archive.org/download/AmigaComputing056Jan93/AmigaComputing/AmigaComputing001-Jun88.pdf,https://archive.org/download/AmigaComputing056Jan93/__ia_thumb.jpg,,,2025-11-26T03:13:10.831140
The Kite Runner PDF,,"<p class=""litNoteText"" style=""font-family:latoregular, Helvetica, Arial, sans-serif;margin:0px 0px;padding:0px;font-size:16px;background-color:rgb(255,255,255);""><i style=""line-height:inherit;"">The Kite Runner</i> is the story of Amir, a Sunni Muslim, who struggles to find his place in the world because of the aftereffects and fallout from a series of traumatic childhood events. An adult Amir opens the novel in the present-day United States with a vague reference to one of these events, and then the novel flashes back to Amir's childhood in Afghanistan. In addition to typical childhood experiences, Amir struggles with forging a closer relationship with his father, Baba; with determining the exact nature of his relationship with Hassan, his Shi'a Muslim servant; and eventually with finding a way to atone for pre-adolescent decisions that have lasting repercussions. Along the way, readers are able to experience growing up in Afghanistan in a single-parent home, a situation that bears remarkable similarities to many contemporary households.</p><p class=""litNoteText"" style=""font-family:latoregular, Helvetica, Arial, sans-serif;margin:0px 0px;padding:0px;font-size:16px;background-color:rgb(255,255,255);"">One of the biggest struggles for Amir is learning to navigate the complex socioeconomic culture he faces, growing up in Afghanistan as a member of the privileged class yet not feeling like a privileged member of his own family. Hassan and his father, Ali, are servants, yet at times, Amir's relationship with them is more like that of family members. And Amir's father, Baba, who does not consistently adhere to the tenets of his culture, confuses rather than clarifies things for young Amir. Many of the ruling-class elite in Afghanistan view the world as black and white, yet Amir identifies many shades of gray.</p><p class=""litNoteText"" style=""font-family:latoregular, Helvetica, Arial, sans-serif;margin:0px 0px;padding:0px;font-size:16px;background-color:rgb(255,255,255);"">In addition to the issues affecting his personal life, Amir must also contend with the instability of the Afghan political system in the 1970s. During a crucial episode, which takes place during an important kite flying tournament, Amir decides not to act — he decides not to confront bullies and aggressors when he has the chance — and this conscious choice of inaction sets off a chain reaction that leads to guilt, lies, and betrayals. Eventually, because of the changing political climate, Amir and his father are forced to flee Afghanistan. Amir views coming to America as an opportunity to leave his past behind.</p><p class=""litNoteText"" style=""font-family:latoregular, Helvetica, Arial, sans-serif;margin:0px 0px;padding:0px;font-size:16px;background-color:rgb(255,255,255);"">Although Amir and Baba toil to create a new life for themselves in the United States, the past is unable to stay buried. When it rears its ugly head, Amir is forced to return to his homeland to face the demons and decisions of his youth, with only a slim hope to make amends.</p><p class=""litNoteText"" style=""font-family:latoregular, Helvetica, Arial, sans-serif;margin:0px 0px;padding:0px;font-size:16px;background-color:rgb(255,255,255);"">Ultimately, <i style=""line-height:inherit;"">The Kite Runner</i> is a novel about relationships — specifically the relationships between Amir and Hassan, Baba, Rahim Khan, Soraya, and Sohrab — and how the complex relationships in our lives overlap and connect to make us the people we are.</p>",,,en,"amazing, mind blowing, depressing","amazing, mind blowing, depressing",,,archive.org,TheKiteRunnerPDF_201905,0,1408771,https://archive.org/download/TheKiteRunnerPDF_201905/The-Kite-Runner-PDF.pdf,https://archive.org/download/TheKiteRunnerPDF_201905/__ia_thumb.jpg,,,2025-11-26T03:13:11.671402
The Indian Year Book 1945-46 Vol.xxxii,Not Available,"<p><b>Book Source:</b> <a href=""http://www.new.dli.ernet.in/handle/2015/59601"" rel=""ugc nofollow"">Digital Library of India Item 2015.59601</a></p><p>dc.contributor.author: Not Available<br />dc.date.accessioned: 2015-06-29T20:03:47Z<br />dc.date.available: 2015-06-29T20:03:47Z<br />dc.date.copyrightexpirydate: 0000-00-00<br />dc.date.digitalpublicationdate: 2010-04-00<br />dc.identifier.barcode: 99999990271180<br />dc.identifier.origpath: /data6/upload/0123/982<br />dc.identifier.copyno: 1<br />dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/59601<br />dc.description.scanningcentre: Banasthali University<br />dc.description.main: 1<br />dc.description.tagged: 0<br />dc.description.totalpages: 1553<br />dc.format.mimetype: application/pdf<br />dc.language.iso: English<br />dc.publisher.digitalrepublisher: Digital Library Of India<br />dc.publisher: Xxxx<br />dc.rights: Copyright Permitted<br />dc.source.library: Central Library,university Of Rajasthan<br />dc.subject.classification: Motion Pictures --india --periodicals.<br />dc.title: The Indian Year Book 1945-46 Vol.xxxii<br /></p>",,,en,Banasthali,Banasthali,,,archive.org,in.ernet.dli.2015.59601,0,95818139,https://archive.org/download/in.ernet.dli.2015.59601/2015.59601.The-Indian-Year-Book-1945-46-Volxxxii.pdf,https://archive.org/download/in.ernet.dli.2015.59601/__ia_thumb.jpg,,,2025-11-26T03:13:12.671260
The Indian Year Book Volume. Xxxiii,"Reed, Sir Stanley","<p><b>Book Source:</b> <a href=""http://www.new.dli.ernet.in/handle/2015/61534"" rel=""nofollow"">Digital Library of India Item 2015.61534</a></p><p>dc.contributor.author: Reed, Sir Stanley<br />dc.date.accessioned: 2015-06-29T21:02:45Z<br />dc.date.available: 2015-06-29T21:02:45Z<br />dc.date.copyrightexpirydate: 0000-00-00<br />dc.date.digitalpublicationdate: 2010-04-00<br />dc.date.citation: 1947<br />dc.identifier.barcode: 99999990271430<br />dc.identifier.origpath: /data6/upload/0124/232<br />dc.identifier.copyno: 1<br />dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/61534<br />dc.description.scanningcentre: Banasthali University<br />dc.description.main: 1<br />dc.description.tagged: 0<br />dc.description.totalpages: 1534<br />dc.format.mimetype: application/pdf<br />dc.language.iso: English<br />dc.publisher.digitalrepublisher: Digital Library Of India<br />dc.publisher: Calcutta, Bennett Coleman Amp Co. Ltd<br />dc.rights: Copyright Permitted<br />dc.source.library: Central Library, University Of Rajasthan<br />dc.subject.classification: India --politics And Government --1947- --periodicals.<br />dc.title: The Indian Year Book Volume. Xxxiii<br /></p>",1947,,en,Banasthali,Banasthali,,,archive.org,in.ernet.dli.2015.61534,0,107868609,https://archive.org/download/in.ernet.dli.2015.61534/2015.61534.The-Indian-Year-Book-Volume-Xxxiii.pdf,https://archive.org/download/in.ernet.dli.2015.61534/__ia_thumb.jpg,,,2025-11-26T03:13:13.906115
Songbook Collection,,A collection of digitized songbooks<span></span>,,,en,"songbook, collection, sheet, music, sheet music","songbook, collection, sheet, music, sheet music",,,archive.org,0062AmosToriToVenusAndBack,0,82488669,https://archive.org/download/0062AmosToriToVenusAndBack/0001 - #1 Adult Contemporary Hits Of The Nineties.pdf,https://archive.org/download/0062AmosToriToVenusAndBack/__ia_thumb.jpg,,,2025-11-26T03:13:14.849229
MANGA: Berserk,Kentarou Miura," <p>Gattsu, known as the Black Swordsman, seeks sanctuary from the demonic forces that persue himself and his woman, and also vengeance against the man who branded him as an unholy sacrifice. Aided only by his titanic strength, skill and sword, Gattsu must struggle against his bleak destiny, all the while fighting with a rage that might strip him of his humanity. Berserk is a dark and brooding story of outrageous swordplay and ominous fate, in the theme of Shakespeare's MacBeth.</p>  ",,,en,"Action;
Horror;","Action;
Horror;",,,archive.org,manga_Berserk,0,36873006,https://archive.org/download/manga_Berserk/!Berserk [danke-Empire]{HD}/Berserk v01 (2003) (Digital) (danke-Empire).pdf,https://archive.org/download/manga_Berserk/__ia_thumb.jpg,,,2025-11-26T03:13:15.778226
The Da Vinci Code,Dan Brown,Dan Brown's bestseller ,,,en,"dan Brown, Dan, Brown","dan Brown, Dan, Brown",,,archive.org,TheDaVinciCode_201308,0,1456358,https://archive.org/download/TheDaVinciCode_201308/The Da Vinci Code.pdf,https://archive.org/download/TheDaVinciCode_201308/__ia_thumb.jpg,,,2025-11-26T03:13:16.678447
The Gulag Archipelago in three volumes,Aleksandr Solzhenitsyn,"Unabridged original pdf scans - volume 1 (I-II) 671 pages; volume 2 (III-IV) 717 pages; volume 3 (V-VII) 579 pages. <br /><br />The Gulag Archipelago is Solzhenitsyn's masterwork, a vast canvas of camps, prisons, transit centres and secret police, of informers and spies and interrogators and also of heroism, a Stalinist anti-world at the heart of the Soviet Union where the key to survival lay not in hope but in despair. The work is based on the testimony of some two hundred survivors, and on the recollection of Solzhenitsyn's own eleven years in labour camps and exile. It is both a thoroughly researched document and a feat of literary and imaginative power.<br /><br />The three-volume book is a narrative relying on eyewitness testimony and primary research material, as well as the author's own experiences as a prisoner in a gulag labor camp. Written between 1958 and 1968, it was published in the West in 1973, thereafter circulating in samizdat (underground publication) form in the Soviet Union until its official publication in 1989.<br /><br />Structurally, the text is made up of seven sections divided (in most printed editions) into three volumes: parts 1–2, parts 3–4, and parts 5–7. At one level, the Gulag Archipelago traces the history of the system of forced labour camps that existed in the Soviet Union from 1918 to 1956, starting with V.I. Lenin's original decrees shortly after the October Revolution establishing the legal and practical framework for a series of camps where political prisoners and ordinary criminals would be sentenced to forced labour. It describes and discusses the waves of purges, assembling the show trials in context of the development of the greater Gulag system with particular attention to the legal and bureaucratic development.<br /><br />The legal and historical narrative ends in 1956, the time of Nikita Khrushchev's Secret Speech at the 20th Party Congress of 1956 denouncing Stalin's personality cult, his autocratic power, and the surveillance that pervaded the Stalin era.",1973,,en,"Gulag, Socialism, Marxism, Leninism, Communism, Stalinism, Soviet Union, Russian, counterrevolutionary, extermination camps, imprisonment, Communist Party, purges, prisoners, oppression, repression, genocide, mass murder, Siberia","Gulag, Socialism, Marxism, Leninism, Communism",,,archive.org,TheGulagArchipelago-Threevolumes,0,14948776,https://archive.org/download/TheGulagArchipelago-Threevolumes/The-Gulag-Archipelago__vol1__I-II__Solzhenitsyn.pdf,https://archive.org/download/TheGulagArchipelago-Threevolumes/__ia_thumb.jpg,,,2025-11-26T03:13:17.694132
NOVEL: Overlord,,NOVEL: Overlord,,,en,,,,,archive.org,manga_Overlord,0,5383737,https://archive.org/download/manga_Overlord/!Dark PDF/Overlord - Volume 01 - The Undead King [L1][Nigel][Psychic Kitten][Dark].pdf,https://archive.org/download/manga_Overlord/__ia_thumb.jpg,,,2025-11-26T03:13:18.894682
The New Nude Photo Magazine Premiere Issue,,The New Nude Photo Magazine Premiere Issue,,,en,"nude, hegre, petter, luba, kern, summer, carre, thenewnude, photography, erotic, nude summer, petter hegre, thenewnude summer, richard kern, clifford thurlow, didier carre, window light, von unwerth, red bikini, norbert guthier","nude, hegre, petter, luba, kern",,,archive.org,The_New_Nude_Photo_Magazine_Premiere_Issue,0,209426524,https://archive.org/download/The_New_Nude_Photo_Magazine_Premiere_Issue/The_New_Nude_Photo_Magazine_Premiere_Issue.pdf,https://archive.org/download/The_New_Nude_Photo_Magazine_Premiere_Issue/__ia_thumb.jpg,,,2025-11-26T03:13:19.685676
"Synonyms and antonyms; an alphabetical list of words in common use, grouped with others of similar and opposite meaning","Ordway, Edith B. (Edith Bertha), b. 1877","vii, 292 p. 19 cm",1913,New York : Georg Sully and co.,en,English language -- Synonyms and antonyms,English language -- Synonyms and antonyms,,,archive.org,synonymsantonyms00ordwiala,0,25687604,https://archive.org/download/synonymsantonyms00ordwiala/synonymsantonyms00ordwiala.pdf,https://archive.org/download/synonymsantonyms00ordwiala/__ia_thumb.jpg,,,2025-11-26T03:13:20.921194
The Secret Garden,"Burnett, Frances Hodgson","The story of Mary, a young child who is sent to live with her shut-in uncle who holds the key to a secret that he has kept locked away for years. <br />
Suggested Reading Level: UP (Upper Primary)",,,en,"LIT, Orphans--Fiction, Yorkshire (England)--Juvenile fiction, Gardens--Fiction, LIT.UP, People with disabilities--Fiction, C3, Chapter Books (Long)","LIT, Orphans--Fiction, Yorkshire (England)--Juvenile fiction, Gardens--Fiction, LIT.UP",,,archive.org,TheSecretGarden_201303,0,17176358,https://archive.org/download/TheSecretGarden_201303/The Secret Garden.pdf,https://archive.org/download/TheSecretGarden_201303/__ia_thumb.jpg,,,2025-11-26T03:13:21.714696
The New Psycho Cybernetics By Maxwell Maltz ( 1),,audio psycho cybernetics<br />,,,en,"self help, Maltz","self help, Maltz",,,archive.org,TheNewPsychoCyberneticsByMaxwellMaltz1,0,5148023,https://archive.org/download/TheNewPsychoCyberneticsByMaxwellMaltz1/The New Psycho-Cybernetics by Maxwell Maltz  (1).pdf,https://archive.org/download/TheNewPsychoCyberneticsByMaxwellMaltz1/__ia_thumb.jpg,,,2025-11-26T03:13:22.933176
Geronimo Stilton Books,,So much Books,,,en,Read it,Read it,,,archive.org,time-warp_202011,0,6796502,https://archive.org/download/time-warp_202011/A Christmas Tale.pdf,https://archive.org/download/time-warp_202011/__ia_thumb.jpg,,,2025-11-26T03:13:23.787225
Brave New World and Brave New World Revisited,Aldous Huxley,"Brave New World  (1932) 326 pages - <br /><br />Far in the future, the World Controllers have created the ideal society. Through clever use of genetic engineering, brainwashing and recreational sex and drugs, all its members are happy consumers. Bernard Marx seems alone harbouring an ill-defined longing to break free. A visit to one of the few remaining Savage Reservations, where the old, imperfect life still continues, may be the cure for his distress... Huxley's ingenious fantasy of the future sheds a blazing light on the present and is considered to be his most enduring masterpiece.<br /><br />Brave New World Revisited (1958) 132 pages - <br /><br />When the novel Brave New World first appeared in 1932, its shocking analysis of a scientific dictatorship seemed a projection into the remote future. Here, in one of the most important and fascinating books of his career, Aldous Huxley uses his tremendous knowledge of human relations to compare the modern-day world with his prophetic fantasy. He scrutinizes threats to humanity, such as overpopulation, propaganda, and chemical persuasion, and explains why we have found it virtually impossible to avoid them. Brave New World Revisited is a trenchant plea that humankind should educate itself for freedom before it is too late.<br /><br />
Also available <a href=""https://openlibrary.org/works/OL64468W/Brave_New_World"" rel=""nofollow"">here</a> and <a href=""https://openlibrary.org/works/OL64448W/Brave_New_World_Revisited"" rel=""nofollow"">here</a>",,,en,"dystopian, communism, socialism, totalitarianism, new world order, science fiction, novel","dystopian, communism, socialism, totalitarianism, new world order",,,archive.org,BraveNewWorld-and-BraveNewWorldRevisited,0,14808010,https://archive.org/download/BraveNewWorld-and-BraveNewWorldRevisited/Brave-New-World-Revisited_-_Aldous-Huxley.pdf,https://archive.org/download/BraveNewWorld-and-BraveNewWorldRevisited/__ia_thumb.jpg,,,2025-11-26T03:13:24.691647
Charles Duhigg. The Power Of Habit,Charles Duhigg,The Power of Habit,,,en,"Habit, Pschyology","Habit, Pschyology",,,archive.org,CharlesDuhigg.ThePowerOfHabit_201808,0,4646934,https://archive.org/download/CharlesDuhigg.ThePowerOfHabit_201808/Charles-Duhigg.The-Power-of-Habit.pdf,https://archive.org/download/CharlesDuhigg.ThePowerOfHabit_201808/__ia_thumb.jpg,,,2025-11-26T03:13:26.251606
The Indian literary year-book and author's who is who,,26,,[Allahabad Panini Office],en,"Authors, Indic, Book industries and trade, Indic periodicals","Authors, Indic, Book industries and trade, Indic periodicals",,,archive.org,indianliteraryye1918alla,0,17285849,https://archive.org/download/indianliteraryye1918alla/indianliteraryye1918alla.pdf,https://archive.org/download/indianliteraryye1918alla/__ia_thumb.jpg,,,2025-11-26T03:13:26.668221
"The Times , 1983, UK, English",,,,,en,,,,,archive.org,NewsUK1983UKEnglish,0,7502559,"https://archive.org/download/NewsUK1983UKEnglish/Apr 04 1983, The Times (The Times), #61499, UK (en).pdf",https://archive.org/download/NewsUK1983UKEnglish/__ia_thumb.jpg,,,2025-11-26T03:13:28.007686
"The Art Of Being ALONE Solitude Is My HOME, Loneliness Was My Cage",IDK,BOOK <div><br /></div>,2023-12-18,,en,"LECTURE, LANGUAGE","LECTURE, LANGUAGE",,,archive.org,the-art-of-being-alone-solitude-is-my-home-loneliness-was-my-cage,0,669678,"https://archive.org/download/the-art-of-being-alone-solitude-is-my-home-loneliness-was-my-cage/The Art of Being ALONE Solitude Is My HOME, Loneliness Was My Cage.pdf",https://archive.org/download/the-art-of-being-alone-solitude-is-my-home-loneliness-was-my-cage/__ia_thumb.jpg,,,2025-11-26T03:13:28.685915
The Indian Year Book 1947 Vol-xxxiii (1947),"Reed, Sir Stanley","<p><b>Book Source:</b> <a href=""http://www.new.dli.ernet.in/handle/2015/11657"" rel=""ugc nofollow"">Digital Library of India Item 2015.11657</a></p><p>dc.contributor.author: Reed, Sir Stanley<br />dc.date.accessioned: 2015-06-22T14:26:27Z<br />dc.date.available: 2015-06-22T14:26:27Z<br />dc.date.digitalpublicationdate: 2006-12-25<br />dc.date.citation: 1947<br />dc.identifier.barcode: 99999990161191<br />dc.identifier.origpath: /data1/upload/0015/895<br />dc.identifier.copyno: 1<br />dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/11657<br />dc.description.scanningcentre: C-DAC, Noida<br />dc.description.main: 1<br />dc.description.tagged: 0<br />dc.description.totalpages: 1563<br />dc.format.mimetype: application/pdf<br />dc.language.iso: English<br />dc.publisher.digitalrepublisher: Digital Library Of India<br />dc.publisher: Bennett, Coleman Amp Co., London<br />dc.rights: Out_of_copyright<br />dc.source.library: Lbs National Academy Of Administration<br />dc.title: The Indian Year Book 1947 Vol-xxxiii (1947)<br /></p>",1947,,en,C-DAC,C-DAC,,,archive.org,in.ernet.dli.2015.11657,0,181297733,https://archive.org/download/in.ernet.dli.2015.11657/2015.11657.The-Indian-Year-Book-1947-Vol-xxxiii-1947.pdf,https://archive.org/download/in.ernet.dli.2015.11657/__ia_thumb.jpg,,,2025-11-26T03:13:29.953078
"James Stewart, Daniel K. Clegg, Saleem Watson Instructor’s Solutions Manuals For Calculus Early Transcendentals 9th Edition ( 2020, Cengage Learning)",,"Student solutions manual for Calculus Early Transcendentals Ninth Edition by James Stewart, Daniel K. Clegg, Saleem Watson (https://archive.org/embed/calculus-early-transcendentals-ninth-edition-by-james-stewart-daniel-k.-clegg-sa)",2020,,en,calculus,calculus,,,archive.org,james-stewart-daniel-k.-clegg-saleem-watson-instructors-solutions-manuals-for-ca,0,25178848,"https://archive.org/download/james-stewart-daniel-k.-clegg-saleem-watson-instructors-solutions-manuals-for-ca/James Stewart, Daniel K. Clegg, Saleem Watson - Instructor’s Solutions Manuals for Calculus Early Transcendentals 9th Edition (2020, Cengage Learning).pdf",https://archive.org/download/james-stewart-daniel-k.-clegg-saleem-watson-instructors-solutions-manuals-for-ca/__ia_thumb.jpg,,,2025-11-26T03:13:30.726365
"Financial Times , 1987, UK, English",,,,,en,,,,,archive.org,FinancialTimes1987UKEnglish,0,14639190,"https://archive.org/download/FinancialTimes1987UKEnglish/Apr 02 1987, Financial Times, #30200, UK (en).pdf",https://archive.org/download/FinancialTimes1987UKEnglish/__ia_thumb.jpg,,,2025-11-26T03:13:32.023658
Cambridge IELTS Practice Test Book 17,,Cambride IELTS Academic 17 with answers,,,en,"Cambridge, IELTS","Cambridge, IELTS",,,archive.org,cambridge-17,0,36521253,https://archive.org/download/cambridge-17/Cambridge 17.pdf,https://archive.org/download/cambridge-17/__ia_thumb.jpg,,,2025-11-26T03:13:33.083655
NOVEL: Jojo's Bizarre Adventure   Hajishirazu no Purple Haze,,NOVEL: Jojo's Bizarre Adventure   Hajishirazu no Purple Haze,,,en,,,,,archive.org,manga_Jojos_Bizarre_Adventure_Hajishirazu_no_Purple_Haze,0,2371388,https://archive.org/download/manga_Jojos_Bizarre_Adventure_Hajishirazu_no_Purple_Haze/Jojo's Bizarre Adventure - Hajishirazu no Purple Haze.pdf,https://archive.org/download/manga_Jojos_Bizarre_Adventure_Hajishirazu_no_Purple_Haze/__ia_thumb.jpg,,,2025-11-26T03:13:33.677324
"America : being the latest, and most accurate description of the New World : containing the original of the inhabitants, and the remarkable voyages thither : the conquest of the vast empires of Mexico and Peru, and other large provinces and territories, with the several European plantations in those parts : also their cities, fortresses, towns, temples, mountains, and rivers : their habits, customs, manners, and religions : their plants, beasts, birds, and serpents : with an appendix containing, besides several other considerable additions, a brief survey of what hath been discover'd of the unknown south-land and the Arctick region","Ogilby, John, 1600-1676","[""statement of responsibility: collected from most authentick authors, augmented with later observations, and adorn'd with maps and sculptures by John Ogilby "", 'Added engraved t.p', 'Title in red and black', 'Apparently based in part on Arnoldus Montanus\'s ""De nieuwe en onbekende weereld : of beschryving van American en \'t zuid-land,"" which was granted copyright privileges in July, 1670, and published in Amsterdam in 1671. Sabin, who records an edition of Ogilby as bearing date of 1670, says: ""This English translation is, like Dapper\'s \'an impudent plagiarism from Montanus, plates included. In the text many changes and additions were made by Ogilby, and his maps of Maryland, Jamaica and Barbados are not found in Montanus. The general map of America in Ogilby also differs materially from that in the Dutch work', 'citation/reference: Wing O165', 'action: Huguenot legacy E143.O34 1671 CHMRB ; pg. 241 1999/04/27 through 1999/08/08 William E. Baxter Cooper Hewitt Shinn', 'Includes bibliographical references', 'Wing', 'Huguenot legacy', 'Cooper-Hewitt copy lacks final leaf, containing list of plates']",1671,London : Printed by the author ...,en,,,,,archive.org,America00Ogil,0,157138918,https://archive.org/download/America00Ogil/America00Ogil.pdf,https://archive.org/download/America00Ogil/__ia_thumb.jpg,,,2025-11-26T03:13:34.726423
The legends of the Panjâb,"Temple, Richard Carnac, Sir, 1850-1931","['The metadata below describe the original scanning. Follow the ""All Files: HTTP"" link in the ""View the book"" box to the left to find XML files that contain more metadata about the original images and the derived formats (OCR results, PDF etc.). See also the <a href=""http://www.archive.org/about/faqs.php#140"" rel=""ugc nofollow"">What is the directory structure for the texts?</a> FAQ for information about file content and naming conventions.', 'MnU copy incomplete; contains v. 2, pp. 49-96, v. 3, pp. 289-336']",1884,"Bombay, Education Society's Press",en,"Folk poetry, Panjabi, Folk poetry, Panjabi","Folk poetry, Panjabi, Folk poetry, Panjabi",,,archive.org,cu31924070625854,0,18555426,https://archive.org/download/cu31924070625854/cu31924070625854.pdf,https://archive.org/download/cu31924070625854/__ia_thumb.jpg,,,2025-11-26T03:13:35.685152
Jared Diamond-Guns Germs and Steel,,Jared Diamond-Guns Germs and Steel,,,en,"wild, guinea, food, crops, societies, native, human, fertile, domesticated, species, food production, fertile crescent, native american, wild plants, eastern united, native americans, years ago, human history, human societies, tropical southeast","wild, guinea, food, crops, societies",,,archive.org,fp_Jared_Diamond-Guns_Germs_and_Steel,0,5207672,https://archive.org/download/fp_Jared_Diamond-Guns_Germs_and_Steel/Jared_Diamond-Guns_Germs_and_Steel.pdf,https://archive.org/download/fp_Jared_Diamond-Guns_Germs_and_Steel/__ia_thumb.jpg,,,2025-11-26T03:13:36.665125
A Dictionary Of Muslim Names By Professor Abdur Rahman,,A-Dictionary-of-Muslim-Names_by_Professor-Abdur-Rahman,,,en,A-Dictionary-of-Muslim-Names_by_Professor-Abdur-Rahman,A-Dictionary-of-Muslim-Names_by_Professor-Abdur-Rahman,,,archive.org,ADictionaryOfMuslimNamesByProfessorAbdurRahman,0,3563467,https://archive.org/download/ADictionaryOfMuslimNamesByProfessorAbdurRahman/A-Dictionary-of-Muslim-Names_by_Professor-Abdur-Rahman.pdf,https://archive.org/download/ADictionaryOfMuslimNamesByProfessorAbdurRahman/__ia_thumb.jpg,,,2025-11-26T03:13:37.925460
"Dictionary of French and English, English and French","Bellows, John, 1831-1902",26,1919,"London Longmans, Green",en,"French language -- Dictionaries English, English language -- Dictionaries French","French language -- Dictionaries English, English language -- Dictionaries French",,,archive.org,dictionaryoffren00belluoft,0,69421886,https://archive.org/download/dictionaryoffren00belluoft/dictionaryoffren00belluoft.pdf,https://archive.org/download/dictionaryoffren00belluoft/__ia_thumb.jpg,,,2025-11-26T03:13:38.674358
"Haydn's univeral index of biography from the creation to the present time, for the use of the statesman, the historian, and the journalist","Haydn, Joseph, 1786 or 7-1856",Book digitized by Google from the library of the New York Public Library and uploaded to the Internet Archive by user tpb.,1870,"London, E. Moxon, son, and co.",en,Biography,Biography,,,archive.org,haydnsuniversal01payngoog,0,47101755,https://archive.org/download/haydnsuniversal01payngoog/haydnsuniversal01payngoog.pdf,https://archive.org/download/haydnsuniversal01payngoog/__ia_thumb.jpg,,,2025-11-26T03:13:40.620980
Madinah Arabic Books,,"Kalamullah.Com | The Arabic Course for English-Speaking Students is a comprehensive and 
popular course for the teaching of the Qur’anic and Traditional Arabic, 
originally devised and taught at the renowned Madinah Islamic 
University, catering for the non-Arabic speaking students from all over 
the world.

Over the years, this course has enabled students to become competent in 
their use of the Arabic language and to participate and benefit from 
scholarly pursuits such as Qur’anic exegeses, hadith, fiqh, sirah, 
history, and classical and modern Arabic literature. It is concise 
(consisting of only three books, reasonably short) but extensive in 
their coverage. It combines modern Arabic vocabulary with Islamic 
terminology used in the Qur’an and Sunnah. It Helps acquire an 
understanding of hundreds of Qur’anic verses, ahadith, Arabic parables 
and poetry.""

Learning classical Arabic effectively could not be more easier than this
 course of Madinah Islamic University. A tried and tested course over 40
 years with proven track record of success, it is ideal in terms of the 
the topics covered and short time taken to learn. It is suitable for 
schools and colleges in the UK and other Western English speaking 
countries.

",,,en,"kalamullah, arabic, madinah books","kalamullah, arabic, madinah books",,,archive.org,MadinaArabicBooks,0,9222397,https://archive.org/download/MadinaArabicBooks/Lughat_ul_Arabia1.pdf,https://archive.org/download/MadinaArabicBooks/__ia_thumb.jpg,,,2025-11-26T03:13:40.710964
CUAmiga 001-104 (Mar90 - Oct98),,CU Amiga Magazine 001-104 (Mar90-Oct98),,,en,"CUAmiga, CU Amiga, Amiga, Magazine","CUAmiga, CU Amiga, Amiga, Magazine",,,archive.org,CUAmiga022Dec91,0,108823393,https://archive.org/download/CUAmiga022Dec91/CUAmiga/CUAmiga-BuyersGuide-1994.pdf,https://archive.org/download/CUAmiga022Dec91/__ia_thumb.jpg,,,2025-11-26T03:13:41.770386
Dictionary of the Hausa language,"Robinson, Charles H. (Charles Henry), 1861-1925",26,1913-14,Cambridge University press,en,"Hausa language -- Dictionaries English, English language -- Dictionaries Hausa","Hausa language -- Dictionaries English, English language -- Dictionaries Hausa",,,archive.org,dictionaryofhaus02robiuoft,0,23444502,https://archive.org/download/dictionaryofhaus02robiuoft/dictionaryofhaus02robiuoft.pdf,https://archive.org/download/dictionaryofhaus02robiuoft/__ia_thumb.jpg,,,2025-11-26T03:13:43.968228
